Pmid,Journal,Year,Month,Pmcid
18406471,Veterinary immunology and immunopathology,2008,7,NA
18408976,Annals of surgical oncology,2008,7,NA
1841244,Parassitologia,1991,12,NA
1841488,Acta biologica Hungarica,1991,1,NA
1841489,Acta biologica Hungarica,1991,1,NA
18419240,Journal of personality disorders,2008,4,NA
18422252,Tropical animal health and production,2008,2,NA
18422558,The Journal of animal ecology,2008,7,NA
18424311,Lancet (London England),2008,4,NA
18433451,Molecular microbiology,2008,6,PMC2440560
18437812,Journal of the American Mosquito Control Association,2008,3,NA
18440674,Vaccine,2008,1,NA
18445258,BMC public health,2008,4,PMC2397398
18453494,Tropical doctor,2008,4,NA
18455856,Social science & medicine (1982),2008,9,PMC2682176
18456544,Parasitology international,2008,9,NA
18460799,Bioscience biotechnology and biochemistry,2008,1,NA
18461178,PloS one,2008,1,PMC2362695
18465102,Social psychiatry and psychiatric epidemiology,2008,9,NA
18466201,Parasite immunology,NA,NA,NA
18467191,Infection genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases,2009,1,NA
18482078,Tropical medicine & international health : TM & IH,2008,6,PMC2592476
18482199,Tropical medicine & international health : TM & IH,2008,7,PMC2635480
18490308,European journal of echocardiography : the journal of the Working Group on Echocardiography of the European Society of Cardiology,2008,7,NA
18493319,PloS one,2008,1,PMC2374912
18495913,Archives of disease in childhood,2008,6,PMC2654065
18498665,Journal of ethnobiology and ethnomedicine,2008,1,PMC2412850
18499363,Early human development,2008,9,PMC4825882
1850214,Anticancer research,NA,NA,NA
1850314,The British veterinary journal,NA,NA,NA
18507704,Journal of medical primatology,2008,12,NA
18509940,Tropical animal health and production,2008,6,NA
18510810,Annals of tropical medicine and parasitology,2008,6,NA
18511477,Journal of tropical pediatrics,2008,12,NA
18513617,Reproductive health matters,2008,1,NA
18523470,Journal of public health policy,2008,7,NA
18524125,Nursing standard (Royal College of Nursing (Great Britain) : 1987),NA,NA,NA
1852486,Parasitology,1991,4,NA
1852490,Parasitology,1991,4,NA
18525268,AIDS (London England),2008,6,NA
18534600,International journal for parasitology,2008,10,PMC2697313
18539351,International journal of food microbiology,2008,8,NA
18541764,The American journal of tropical medicine and hygiene,2008,6,PMC2582142
18543521,East African medical journal,2008,1,NA
18543523,East African medical journal,2008,1,NA
18543524,East African medical journal,2008,1,NA
18543525,East African medical journal,2008,1,NA
18543526,East African medical journal,2008,1,NA
18543527,East African medical journal,2008,1,NA
18544176,Epidemiology and infection,2009,2,PMC2696684
18550135,Transactions of the Royal Society of Tropical Medicine and Hygiene,2008,10,NA
18554871,Epilepsy research,2008,10,PMC2670977
1855498,European journal of clinical nutrition,1991,1,NA
18557252,East African medical journal,2008,2,NA
18557253,East African medical journal,2008,2,NA
18557254,East African medical journal,2008,2,NA
18557255,East African medical journal,2008,2,NA
18557778,Epilepsia,2008,9,PMC3573323
18559367,Thorax,2008,11,NA
18567014,Microscopy research and technique,2008,9,NA
18568283,Bulletin of the World Health Organization,2008,6,PMC2647465
1858289,Veterinary parasitology,1991,3,NA
1858290,Veterinary parasitology,1991,3,NA
18586156,Lancet (London England),2008,6,NA
18588917,Behavioural brain research,2008,12,NA
18593738,Journal of tropical pediatrics,2008,12,NA
18595879,International journal of STD & AIDS,2008,6,PMC2765914
18602218,Veterinary parasitology,2008,8,NA
18607523,Bulletin of environmental contamination and toxicology,2008,9,NA
18608420,Disability and rehabilitation,2009,1,NA
18620608,BMC public health,2008,7,PMC2478685
18628544,Tropical doctor,2008,7,NA
18628547,Tropical doctor,2008,7,PMC3610542
18628561,Tropical doctor,2008,7,NA
18632922,Clinical and vaccine immunology : CVI,2008,9,PMC2546663
18643797,Journal of anatomy,2008,10,PMC2644778
18644247,Comparative biochemistry and physiology. Part A Molecular & integrative physiology,2008,10,NA
18644610,Transactions of the Royal Society of Tropical Medicine and Hygiene,2008,12,NA
18644763,International quarterly of community health education,NA,NA,NA
18647456,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2008,8,NA
18648993,Experimental & applied acarology,2008,12,NA
18649197,Culture health & sexuality,2008,8,NA
18650772,Sexually transmitted diseases,2008,8,NA
18651785,PLoS medicine,2008,7,PMC2488181
18651787,PLoS medicine,2008,7,PMC2488191
18653676,Health policy and planning,2008,9,PMC2515408
1865481,Journal of medical primatology,1991,1,NA
18657836,Transactions of the Royal Society of Tropical Medicine and Hygiene,2008,10,NA
18662297,British journal of clinical pharmacology,2008,10,PMC2561115
18663882,East African medical journal,2008,3,NA
18663884,East African medical journal,2008,3,NA
18663885,East African medical journal,2008,3,NA
18663888,East African medical journal,2008,3,NA
18667091,Malaria journal,2008,7,PMC2517075
18669114,East African journal of public health,2008,4,NA
18670219,AIDS (London England),2008,8,PMC2637615
1867411,The Anatomical record,1991,7,NA
1868318,The British veterinary journal,NA,NA,NA
18685956,Experimental & applied acarology,2008,12,NA
18686155,Journal of sex research,NA,NA,NA
1868825,Epilepsy research,1991,4,NA
18688705,AIDS and behavior,2008,11,NA
18689078,Journal of avian medicine and surgery,2008,6,NA
18689436,Health policy and planning,2008,11,NA
18693473,Food and nutrition bulletin,2008,6,NA
18697315,Journal of vector ecology : journal of the Society for Vector Ecology,2008,6,NA
18700348,East African medical journal,2008,4,NA
18700350,East African medical journal,2008,4,NA
18700351,East African medical journal,2008,4,NA
18700353,East African medical journal,2008,4,NA
18700354,East African medical journal,2008,4,NA
18706102,Malaria journal,2008,8,PMC2533674
18709212,SAHARA J : journal of Social Aspects of HIV/AIDS Research Alliance,2008,7,NA
18717995,BMC medicine,2008,8,PMC2562382
18717996,BMC medicine,2008,8,PMC2538540
18717998,Malaria journal,2008,8,PMC2531188
1871884,Tropical doctor,1991,4,NA
18719161,Archives of disease in childhood,2008,9,PMC2654066
18721187,Tropical medicine & international health : TM & IH,2008,10,NA
18721721,Journal of cataract and refractive surgery,2008,9,NA
18722336,Acta tropica,2008,10,NA
18725148,Journal of nutrition education and behavior,NA,NA,NA
18727851,Annals of tropical paediatrics,2008,9,PMC3908377
18753231,The Journal of general virology,2008,9,NA
1875361,Journal of medical entomology,1991,1,NA
18759948,Journal of medical primatology,2008,8,NA
18768793,Proceedings of the National Academy of Sciences of the United States of America,2008,9,PMC2533211
18771088,Journal of experimental therapeutics & oncology,2008,1,NA
18783921,International journal of oral and maxillofacial surgery,2008,10,NA
18786069,Parasite immunology,2008,10,NA
18786073,Transboundary and emerging diseases,2008,10,NA
18787753,Bulletin of environmental contamination and toxicology,2009,1,NA
1879668,General and comparative endocrinology,1991,7,NA
18803833,Malaria journal,2008,9,PMC2556699
18804958,Epilepsy research,2008,12,PMC2599866
1880757,The Journal of protozoology,NA,NA,NA
18814531,East African medical journal,2008,1,PMC2669166
18814533,East African medical journal,2008,1,NA
18814535,East African medical journal,2008,1,NA
18814536,East African medical journal,2008,1,NA
18817021,East African medical journal,2008,6,NA
18817022,East African medical journal,2008,6,NA
18817024,East African medical journal,2008,6,NA
18817025,East African medical journal,2008,6,NA
18817026,East African medical journal,2008,6,NA
18817027,East African medical journal,2008,6,NA
18817028,East African medical journal,2008,6,NA
18819658,Pakistan journal of biological sciences : PJBS,2008,6,NA
1882499,Veterinary parasitology,1991,1,NA
18826815,Emerging infectious diseases,2008,10,PMC2573462
18833329,PloS one,2008,10,PMC2553265
18835115,Animal reproduction science,2009,2,NA
18836541,World psychiatry : official journal of the World Psychiatric Association (WPA),2008,10,PMC2559925
18846231,PLoS neglected tropical diseases,2008,1,PMC2565695
18926037,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2008,11,NA
18929596,Pharmacology biochemistry and behavior,2009,2,NA
18931072,The Journal of general virology,2008,11,PMC3347796
18939972,Population health metrics,2008,10,PMC2577623
18946706,Journal of chemical ecology,2008,11,NA
1894921,Journal of environmental science and health. Part. B Pesticides food contaminants and agricultural wastes,1991,6,NA
18957776,Journal of water and health,2009,3,PMC2720591
18958578,Tropical animal health and production,2009,6,NA
18966912,Talanta,1997,10,NA
1896770,Tropical medicine and parasitology : official organ of Deutsche Tropenmedizinische Gesellschaft and of Deutsche Gesellschaft fur Technische Zusammenarbeit (GTZ),1991,6,NA
18969564,Talanta,2004,9,NA
18975120,Tropical animal health and production,2009,6,NA
18975123,Tropical animal health and production,2008,12,NA
18975126,Tropical animal health and production,2008,12,NA
18978532,Current opinion in infectious diseases,2008,12,NA
18983806,Acta tropica,2009,2,NA
18984188,Lancet (London England),2008,11,PMC2607008
18987988,Mycopathologia,2009,4,NA
18996374,Experimental parasitology,2009,1,NA
18996547,Marine pollution bulletin,2009,2,NA
18998204,AIDS and behavior,2009,6,NA
1901066,The Journal of cell biology,1991,4,PMC2288915
19013705,Resuscitation,2009,1,PMC2706393
19014421,Journal of the International AIDS Society,2008,11,PMC2588552
1901640,Parasite immunology,1991,1,NA
19018658,PLoS medicine,2008,11,PMC2586344
19019204,Malaria journal,2008,11,PMC2626599
19019422,Lancet (London England),2009,1,PMC2652031
19019602,Revue d'epidemiologie et de sante publique,2008,12,NA
19021892,Tropical medicine & international health : TM & IH,2009,1,NA
1902341,Veterinary immunology and immunopathology,1991,1,NA
19024414,East African journal of public health,2008,8,NA
19033324,Health policy and planning,2009,1,NA
19037738,Tropical animal health and production,2009,10,NA
19040134,The Onderstepoort journal of veterinary research,2008,9,NA
19041710,Journal of ethnopharmacology,2009,1,NA
1904388,Folia primatologica; international journal of primatology,1991,1,NA
1905555,AIDS (London England),1991,4,NA
19056477,Journal of ethnopharmacology,2009,1,NA
19057813,Memorias do Instituto Oswaldo Cruz,2008,11,NA
19064524,The American journal of clinical nutrition,2008,12,PMC2635111
19064627,The New England journal of medicine,2008,12,PMC2655100
19064893,Antimicrobial agents and chemotherapy,2009,3,PMC2650535
1907045,Tropical animal health and production,1991,1,NA
19071957,PLoS medicine,2008,12,PMC2596856
19072134,The Journal of infectious diseases,2009,1,PMC2636678
1907327,Journal of tropical pediatrics,1991,6,NA
19076503,Paediatric anaesthesia,2009,1,NA
1907728,Parasitology,1991,6,NA
19087286,Malaria journal,2008,12,PMC2615447
19091474,Veterinary parasitology,2009,3,NA
19098557,The Journal of craniofacial surgery,2008,11,NA
19102687,AIDS research and human retroviruses,2008,12,NA
19102688,AIDS research and human retroviruses,2008,12,NA
19102746,Malaria journal,2008,12,PMC2635380
19103888,International journal of STD & AIDS,2009,1,NA
19108688,AIDS research and human retroviruses,2009,2,NA
19108737,Parasites & vectors,2008,12,PMC2615751
19115000,PloS one,2008,1,PMC2603594
19115089,Tropical animal health and production,2009,2,NA
19115555,East African medical journal,2008,8,NA
19115556,East African medical journal,2008,8,NA
19115557,East African medical journal,2008,8,NA
19115559,East African medical journal,2008,8,NA
19122794,African journal of reproductive health,2007,12,PMC2613342
19127977,PLoS medicine,2009,1,PMC2613424
19128453,Malaria journal,2009,1,PMC2630996
19133419,East African medical journal,2008,7,NA
19133420,East African medical journal,2008,7,NA
19133421,East African medical journal,2008,7,NA
19133423,East African medical journal,2008,7,NA
19133424,East African medical journal,2008,7,NA
19134190,Malaria journal,2009,1,PMC2645421
19137419,Journal of cross-cultural gerontology,2009,9,NA
19137450,Tropical animal health and production,2009,8,NA
19144164,Annals of general psychiatry,2009,1,PMC2631009
19146742,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2009,2,NA
1914973,East African medical journal,1991,4,NA
1914974,East African medical journal,1991,4,NA
