,pmid,pmd,journal,year
3217,28138544,PMC5271593,  Sensors (Basel),  2017 Jan 22
3218,28138386,PMC5264297,  Sci Rep,  2017 Jan 24
3219,28137702,PMC5306611,  Int J Reprod Med,  2016
3220,28137381,PMC5285446,  Am J Trop Med Hyg,  2017 Apr
3221,28137233,,  Parasit Vectors,  2017 Jan 23
3222,28137194,,  J Adolesc Health,  2017 Apr
3223,28135338,PMC5279730,  Epilepsia Open,  2017 Jan 24
3224,28133624,NIHMS805445,  Biochem Biophys Res Commun,  2017 Oct 28
3225,28132519,NIHMS945864,  J Dairy Sci,  2017 Mar
3226,28131365,,  J Adolesc Health,  2017 Feb
3227,28130306,,  J Adolesc Health,  2017 Feb
3228,28129253,,  Trials,  2017 Jan 21
3229,28127308,,  Int J Gynaecol Obstet,  2017 May
3230,28127301,,  Arch Sex Behav,  2017 Oct
3231,28126970,PMC5493448,  Lancet Glob Health,  2017 Mar
3232,28125996,PMC5270336,  Talanta,  2017 Mar 1
3233,28125990,PMC5270228,1016/j,snb
3234,28125699,PMC5268447,  Acta Obstet Gynecol Scand,  2017 Apr
3235,28125693,PMC5268475,  J Clin Virol,  2017 Mar
3236,28125607,PMC5268785,  Antimicrob Resist Infect Control,  2017 Jan 17
3237,28125594,PMC5268408,  World J Hepatol,  2017 Jan 8
3238,28125277,,  Evid Based Complement Alternat Med,  2016
3239,28124602,,  Br J Psychiatry,  2017 Apr
3240,28124218,,  Lancet Glob Health,  2017 Feb
3241,28123956,,  Am J Med Sci,  2017 Jan
3242,28123772,PMC5253457,  Microbiome,  2017 Jan 19
3243,28122933,PMC5320400,  Reprod Health,  2017 Jan 19
3244,28122655,,  PLoS One,  2017 Jan 19
3245,28122622,PMC5267364,  Nature,  2017 Jan 18
3246,28122533,PMC5264448,  Am J Phys Anthropol,  2017 Mar
3247,28120950,PMC5264596,  AIDS Behav,  2018 Feb
3248,28120206,,  Proc Biol Sci,  2017 Jan 25
3249,28119814,PMC5237758,  J Virol,  2017 Jan 18
3250,28119725,,  BMC Psychiatry,  2017 Jan 18
3251,28118824,PMC5264302,  Mol Ecol,  2017 Mar
3252,28117947,,  Acta Trop,  2017 Apr
3253,28117740,PMC5298777,  Int J Gynaecol Obstet,  2017 Feb
3254,28117350,PMC5259759,  Emerg Infect Dis,  2017 Feb
3255,28116348,,  AIDS Behav,  2017 Aug
3256,28115664,PMC5392631,  Theor Appl Genet,  2017 Apr
3257,28115024,PMC5260041,  PeerJ,  2017 Jan 10
3258,28110864,PMC5389113,  PeerJ,  2017 Jan 10
3259,29750209,PMC5939456,  Int Breastfeed J,  2017 Jan 11
3260,28109882,,  BMC Pediatr,  2017 Jan 17
3261,28109609,,  Am J Hum Biol,  2017 Jul 8
3262,28109336,,  J Med Chem,  2017 Feb 23
3263,28109335,,  Trop Med Int Health,  2017 Apr
3264,28109313,PMC5251251,  Am J Trop Med Hyg,  2017 Mar
3265,28108993,,  Patient Educ Couns,  2017 May
3266,28108929,,  Pediatr Rheumatol Online J,  2017 Jan 14
3267,28108137,,  Int J Equity Health,  2017 Jan 14
3268,28107922,,  J Epidemiol Community Health,  2017 Jun
3269,28107771,NIHMS845395,  BMC Vet Res,  2017 Jan 13
3270,28107671,PMC5331890,  J Ethnobiol Ethnomed,  2017 Jan 13
3271,28105330,PMC5240271,  R Soc Open Sci,  2016 Dec 7
3272,28105257,,  J Pediatr,  2017 Apr
3273,28105062,,  Sex Transm Dis,  2017 Feb
3274,28104738,,  Medicine (Baltimore),  2017 Jan
3275,28104171,,  Nature,  2017 Jan 11
3276,28104109,,  AIDS Behav,  2017 Sep
3277,28103920,PMC5248513,  Biomed Res Int,  2016
3278,28103896,PMC5247811,  J Virol,  2017 Feb 14
3279,28103269,PMC5245813,  J Infect Dis,  2017 Jan 1
3280,28102267,,  J Infect Dis,  2017 Jan 1
3281,28102190,,  BMC Public Health,  2017 Jan 11
3282,28102189,,  BMC Infect Dis,  2017 Jan 11
3283,28102188,,  Expert Rev Cardiovasc Ther,  2017 Feb
3284,28102187,,  Vector Borne Zoonotic Dis,  2017 Apr
3285,28101969,,  J Ophthalmol,  2016
3286,28101789,,  Pract Neurol,  2017 Jan
3287,28100822,PMC5310045,  J Med Entomol,  2017 May 1
3288,28100808,PMC5244339,  PLoS Med,  2017 Jan 10
3289,28100210,PMC5242046,  Indian J Cancer,  2016 Apr-Jun
3290,28100020,,  Acta Sci Pol Technol Aliment,  2016 Jul-Sep
3291,28099874,,  Arch Virol,  2017 May
3292,28099724,,  Food Sci Nutr,  2016 Apr 18
3293,28098528,,  Food Sci Nutr,  2016 Apr 22
3294,28097617,PMC5513791,  Ecol Evol,  2016 Dec 16
3295,28097398,,  Infect Agent Cancer,  2017 Jan 6
3296,28097063,PMC5228499,  Forensic Sci Int,  2017 May
3297,28097059,PMC5228516,  Parasit Vectors,  2017 Jan 10
3298,28096888,PMC5225512,  AIDS Res Hum Retroviruses,  2017 May
3299,28095807,PMC5240280,  Forensic Sci Int Genet,  2017 Mar
3300,28094879,NIHMS839755,  PLoS Negl Trop Dis,  2017 Jan 9
3301,28094524,,  Int J Environ Res Public Health,  2017 Jan 6
3302,28094465,,  Elife,  2017 Jan 9
3303,28093532,PMC5361529,  Clin Drug Investig,  2017 Mar
3304,28089133,,  Wellcome Open Res,  2016 Dec 14
3305,28088248,PMC5237484,  Public Health Nutr,  2017 May
3306,28088236,PMC5237474,  Public Health Nutr,  2017 Apr
3307,28087813,,  Environ Sci Pollut Res Int,  2017 Feb
3308,28086878,PMC5237136,  Syst Parasitol,  2017 Jan
3309,28086839,PMC5237272,  J Eukaryot Microbiol,  2017 Jul
3310,28083400,,  J Health Commun,  2017 Jan
3311,28083103,PMC5210685,  J Acquir Immune Defic Syndr,  2017 Apr 15
3312,28081885,,  Curr Probl Diagn Radiol,  2017 May - Jun
3313,28081046,PMC5234684,  BMC Public Health,  2017 Jan 6
3314,28079830,PMC5266192,  BMC Public Health,  2017 Jan 5
3315,28079085,,  BMC Infect Dis,  2017 Jan 5
3316,28078495,PMC5505815,  Ann Pharmacother,  2017 May
3317,28078288,,  Trop Anim Health Prod,  2017 Feb
3318,28077633,PMC5309958,  AIDS Res Treat,  2016
3319,28077588,PMC5225252,  Int J Hypertens,  2016
3320,28077587,PMC5225251,  Bull World Health Organ,  2017 Jan 1
3321,28077103,PMC5225536,  Am J Hypertens,  2017 May 1
3322,28077093,PMC5225564,  Ecol Appl,  2017 Jan
3323,28076699,,  Zookeys,  2016 Mar 15
3324,28075239,,  Soil Tillage Res,  2017 Jan
3325,28074155,,  BMC Infect Dis,  2017 Jan 3
3326,28073922,,  PLoS One,  2017 Jan 3
3327,28073909,PMC5850802,  Int J Mycobacteriol,  2016 Dec
3328,28072872,PMC5224788,  Molecules,  2016 Dec 31
3329,28071616,,  Energy Ecol Environ,  2016 Aug
3330,28071027,,  Prev Vet Med,  2017 Feb 1
3331,28070648,PMC5387033,  Sci Total Environ,  2017 Feb 15
3332,28070322,PMC5217938,  Int J Environ Res Public Health,  2016 Dec 28
3333,28070319,PMC5217873,  Clin Infect Dis,  2017 Mar 15
3334,28070282,PMC5215197,  Stat Methods Med Res,  2018 Jan
3335,28070215,PMC5217206,  PLoS One,  2016 Dec 29
3336,28069428,,  J Trauma Nurs,  2017 Jan/Feb
3337,28069065,PMC5223359,  Arch Public Health,  2016 Dec 26
3338,28068781,,  Rheumatology (Oxford),  2017 Sep 1
3339,28068531,,  J Med Entomol,  2017 Mar 1
3340,28068340,PMC5221768,  Glob Health Sci Pract,  2016 Dec 28
3341,28067812,PMC5295300,  Glob Health Sci Pract,  2016 Dec 28
3342,28067620,,  Acta Parasitol,  2017 Mar 1
3343,28066878,PMC5315726,  Forensic Sci Int Genet,  2017 Jan
3344,28066826,EMS70985,  Trends Ecol Evol,  2017 Jan
3345,28065195,PMC5468800,  BJOG,  2018 Aug
3346,28065186,,  Heredity (Edinb),  2017 Dec
3347,28063085,,  Proc Natl Acad Sci U S A,  2017 Jan 17
3348,28062989,PMC5219013,  Pediatr Obes,  2018 Feb
3349,28061024,,  Subst Use Misuse,  2017 Apr 16
3350,28060582,,  Otolaryngol Head Neck Surg,  2017 Mar
3351,28060225,NIHMS838892,  Carcinogenesis,  2016 Dec 26
3352,28057388,PMC5413583,  Soc Sci Med,  2017 Feb
3353,28056893,PMC5217327,  Hum Ecol Interdiscip J,  2016
3354,28056885,PMC5217581,  Homo,  2017 Jan
3355,28056828,PMC5217209,  J Infect Dis,  2017 Feb 15
3356,28056524,,  J Med Entomol,  2017 Mar 1
3357,28054227,PMC5253148,  Ticks Tick Borne Dis,  2017 Feb
3358,28053784,,  Prev Vet Med,  2017 Jan 1
3359,28053780,,  Environ Sci Technol,  2017 Jan 17
3360,28053355,PMC5180341,  Front Microbiol,  2016 Dec 8
3361,28052878,,  J Infect Dis,  2017 Mar 1
3362,28052507,,  Appl Physiol Nutr Metab,  2017 Jan
3363,28050157,,  PLoS One,  2016 Dec 22
3364,28050057,PMC5070408,  Evol Anthropol,  2016 Nov
3365,28049444,PMC5209818,  Int J Genomics,  2016
3366,28046104,PMC5207488,  BMJ Open,  2016 Dec 21
3367,28043491,,  BMJ Open,  2016 Dec 21
3368,28042865,,  J Assoc Nurses AIDS Care,  2017 May - Jun
3369,28042601,NIHMS805446,  PLoS Negl Trop Dis,  2016 Dec 21
3370,28040271,,  J Acquir Immune Defic Syndr,  2017 Apr 1
3371,28040224,,  AIDS,  2017 Jan 14
3372,28036049,PMC5295272,  Lancet Infect Dis,  2017 Jan
3373,28034882,PMC6075205,  BMC Pharmacol Toxicol,  2016 Dec 21
3374,28034169,,  Malar J,  2016 Dec 20
3375,28033393,PMC5199096,  Anxiety Stress Coping,  2017 Jul
3376,28033145,,  PLoS One,  2016 Dec 20
3377,28031815,PMC5184495,  Am J Trop Med Hyg,  2017 Feb 8
3378,28031440,,  J Virol Methods,  2017 Mar
3379,28031349,,  Trauma Surg Acute Care Open,  2016 Dec 21
3380,28031304,PMC5199182,  Trop Med Int Health,  2017 Mar
3381,28031299,PMC5199177,  Trop Med Int Health,  2017 Mar
3382,28030350,,  PLoS One,  2016 Dec 19
3383,28029588,,  Lancet HIV,  2017 Mar
3384,28029378,PMC5214842,  Zootaxa,  2016 Nov 29
3385,28029221,,  J Sex Res,  2018 May -Jun
3386,28029150,PMC5677992,  Disasters,  2017 Oct
3387,28028225,PMC5255576,  J Agric Food Chem,  2016 Dec 28
3388,28027427,,  J Int AIDS Soc,  2016 Dec 14
3389,28026977,,  PLoS One,  2016 Dec 15
3390,28025932,,  Pediatr Infect Dis J,  2017 Apr
3391,28025390,,  J Clin Microbiol,  2017 Mar
3392,28024239,PMC5267634,  Ann Emerg Med,  2017 Feb
3393,28018023,PMC5143358,  PLoS Negl Trop Dis,  2016 Dec 14
3394,28017294,,  J Int AIDS Soc,  2016 Dec 12
3395,28011908,PMC5388302,  Conserv Biol,  2017 Aug
3396,28011732,PMC5850818,  Am J Trop Med Hyg,  2017 Feb 8
3397,28011185,,  Proc Natl Acad Sci U S A,  2016 Dec 27
3398,28010906,,  PLoS One,  2016 Dec 12
3399,28009505,,  Sci Rep,  2016 Dec 12
3400,28008325,,  Int J Qual Health Care,  2017 Feb 1
3401,28007924,PMC5853550,  Trends Parasitol,  2017 Feb
3402,28006436,,  Glob Heart,  2016 Dec
3403,28005984,PMC5179026,  Glob Heart,  2016 Dec
3404,28004890,,  Parasitology,  2017 Apr
3405,28003997,,  Mitochondrial DNA A DNA Mapp Seq Anal,  2017 Nov
3406,28003287,PMC5223676,  PLoS One,  2016 Dec 9
3407,28003285,PMC5223685,  PLoS One,  2016 Dec 9
3408,28003101,,  Ecol Appl,  2017 Apr
3409,28002417,PMC5176166,  PLoS One,  2016 Dec 8
3410,28002185,,  Vector Borne Zoonotic Dis,  2017 Feb
3411,28002084,PMC5420497,  PLoS Negl Trop Dis,  2016 Dec 7
3412,27998565,,  Glob Health Action,  2016 Dec 2
3413,27998305,PMC5175396,  Environ Int,  2017 Feb
3414,27998271,PMC5175302,  Paediatr Int Child Health,  2017 Aug
3415,27998176,,  Depress Anxiety,  2017 Apr
3416,27997571,PMC5173367,  J Gen Intern Med,  2017 May
3417,27994389,PMC5141619,  Am J Trop Med Hyg,  2017 Feb 8
3418,27994101,PMC5303053,  Am J Trop Med Hyg,  2017 Feb 8
3419,27993614,PMC5292360,  Am J Trop Med Hyg,  2017 Feb 8
3420,27993168,PMC5168805,  Int J Med Inform,  2017 Jan
3421,29766075,PMC5891709,  Nutr Cancer,  2017 Jan
3422,27992707,,  Food Funct,  2017 Feb 22
3423,27992677,,  Rev Sci Tech,  2016 Nov
3424,27992488,PMC5167375,  Rev Sci Tech,  2016 Nov
3425,27989576,PMC5730457,  Public Health Nutr,  2017 Apr
3426,27988629,,  Med Mycol,  2017 Aug 1
3427,27986094,PMC5162093,  J Public Health (Oxf),  2017 Dec 1
3428,27982708,NIHMS826257,  Cancer Epidemiol,  2016 Dec
3429,27982460,,  Vaccine,  2017 Jan 5
3430,27981846,,  J Int AIDS Soc,  2016 Dec 1
3431,27981052,,  Occup Environ Med,  2017 May
3432,27980597,PMC5134003,  Lancet HIV,  2017 Feb
3433,27979807,PMC5210452,  Ecology,  2016 Dec
3434,27978939,,  J Trace Elem Med Biol,  2017 Jan
3435,27978839,PMC5159959,  Child Abuse Negl,  2017 Jan
3436,27978537,PMC5158312,  Econ Hum Biol,  2017 Feb
3437,27977561,NIHMS833894,  PLoS One,  2016 Dec 1
3438,27974542,PMC5328444,  MMWR Morb Mortal Wkly Rep,  2016 Dec 2
3439,27974170,,  Infect Ecol Epidemiol,  2016 Nov 29
3440,27973528,PMC5156372,  J Gen Virol,  2016 Dec
3441,27965683,,  Sci Rep,  2016 Nov 30
3442,27964776,,  Community Ment Health J,  2018 Jan
3443,27959881,PMC5210218,  PLoS Med,  2016 Nov 29
3444,27958641,,  Sci Rep,  2016 Nov 29
3445,27956850,PMC5139142,  Matern Child Nutr,  2017 Oct
3446,27956654,PMC5303052,  Biol Open,  2017 Jan 15
3447,27956604,PMC5206509,  Lancet,  2016 Nov 26
3448,27942243,PMC5126808,  Epidemiology,  2017 Mar
3449,27942016,PMC5152832,  Res Vet Sci,  2016 Dec
3450,27941836,PMC5150260,  J Vet Pharmacol Ther,  2017 Oct
3451,27941597,PMC5188449,  Int J Parasitol,  2017 Feb
3452,27941514,,  Cancer Epidemiol,  2016 Dec
3453,27940873,,  Public Health Rev,  2016 Nov 29
3454,27940522,PMC5461473,  Bioresour Technol,  2017 Feb
3455,27939610,,  Glob Chang Biol,  2017 Aug
3456,27938842,,  Drugs Real World Outcomes,  2017 Mar
3457,27938841,,  BMJ Open,  2016 Nov 25
3458,27938426,,  J Int AIDS Soc,  2016 Nov 24
3459,27938402,PMC5148826,  Cardiol Clin,  2017 Feb
3460,27938335,PMC5148847,  Cardiol Clin,  2017 Feb
3461,27937010,,  Cardiol Clin,  2017 Feb
3462,27936225,PMC5148118,  Cardiol Clin,  2017 Feb
3463,27936146,PMC5147932,  J Infect Dev Ctries,  2016 Nov 24
3464,27935669,,  Elife,  2016 Nov 25
3465,27933870,,  BJOG,  2017 Nov
3466,27933256,PMC5120167,  Nature,  2016 Nov 24
3467,27932917,PMC5136683,  Pediatr Int,  2016 Nov
3468,27931248,PMC5146885,  BMJ Open,  2016 Nov 23
3469,27931229,PMC5146872,  Head Neck,  2017 Mar
3470,27930740,PMC5145201,  Int J STD AIDS,  2017 Aug
3471,27930607,PMC5147040,  Trop Anim Health Prod,  2017 Feb
3472,27929928,,  Sci Rep,  2016 Nov 23
3473,27928553,PMC5125437,  PLoS Med,  2016 Nov 22
3474,27926921,PMC5142771,  PLoS Med,  2016 Nov 22
3475,27925487,NIHMS844462,  J Acquir Immune Defic Syndr,  2017 Apr 15
3476,27924741,,  New Phytol,  2016 Dec
3477,27924135,PMC5134843,  BMJ Open,  2016 Nov 21
3478,27923586,PMC5538771,  PLoS One,  2016 Nov 21
3479,27922341,,  Ecology,  2016 Nov
3480,27921352,NIHMS915062,  Blood Adv,  2016 Nov 22
3481,27921256,PMC5400758,  Theor Appl Genet,  2017 Feb
3482,27920395,PMC5303047,  Infect Ecol Epidemiol,  2016 Nov 17
3483,27920394,PMC5303061,  PLoS One,  2016 Nov 18
3484,27920392,PMC5303044,  J Acquir Immune Defic Syndr,  2017 Mar 1
3485,27920169,,  Ecology,  2016 Jul
3486,27919397,,  Ecology,  2016 Oct
3487,27918845,,  Ecology,  2016 Oct
3488,27918334,NIHMS932017,  Lancet,  2017 Mar 18
3489,27918057,,  Lancet Glob Health,  2016 Dec
3490,27917978,,  PLoS One,  2016 Nov 17
3491,27917969,,  doi,
3492,27917743,,  PLoS One,  2016 Nov 16
3493,27916914,PMC5201330,  Sci Total Environ,  2017 Feb 1
3494,27916866,PMC5188425,  PLoS One,  2016 Nov 15
3495,27915307,,  Lancet Respir Med,  2016 Dec
3496,27915258,,  Cardiovasc J Afr,  2016 Jul/Aug
3497,27915004,PMC5840871,  Ecol Food Nutr,  2017 Jan-Feb
3498,27914740,PMC5221409,  Sci Rep,  2016 Nov 14
3499,27914186,,  Int J Public Health,  2017 Feb
3500,27913579,PMC5520261,  J Leukoc Biol,  2017 Apr
3501,27913227,PMC5291815,  Contraception,  2017 Mar
3502,27911998,,  Clin Ther,  2016 Dec
3503,27910758,,  Int J Gynaecol Obstet,  2016 Nov
3504,27909571,,  Lancet,  2017 Jan 28
3505,27909379,PMC5125463,  MMWR Morb Mortal Wkly Rep,  2016 Nov 11
3506,27908424,,  J Acquir Immune Defic Syndr,  2017 Feb 1
3507,27907845,,  Br J Sports Med,  2017 Feb
3508,27907834,,  PLoS One,  2016 Nov 8
3509,27907114,PMC5131960,  PLoS Med,  2016 Nov 8
3510,27906910,,  AIDS Res Hum Retroviruses,  2017 May
3511,27906125,,  Am J Trop Med Hyg,  2017 Jan 11
3512,27903292,PMC5131428,  Am J Trop Med Hyg,  2017 Feb 8
3513,27903256,PMC5131513,  BMJ,  2016 Nov 7
3514,27902900,,  Animal,  2017 Apr
3515,27902331,,  Invest Ophthalmol Vis Sci,  2016 Nov 1
3516,27901056,PMC5128813,  J Am Coll Radiol,  2017 Feb
3517,27900652,,  Arch Microbiol,  2017 Apr
3518,27900326,,  Int J Public Health,  2017 Feb
3519,29566320,,  Br J Sports Med,  2017 Feb
3520,29566319,,  J Environ Manage,  2017 Jun 15
3521,27898679,PMC5127502,  Lancet,  2017 Feb 25
3522,27898566,NIHMS817263,  Lancet,  2017 Feb 25
3523,27898287,,  Int J Cancer,  2017 Feb 15
3524,27897226,PMC5126579,  Soc Psychiatry Psychiatr Epidemiol,  2017 Jan
3525,27896919,,  Zootaxa,  2016 Oct 5
3526,27895697,PMC5109784,  Zootaxa,  2016 Oct 17
3527,27895051,PMC5278425,  Expert Rev Pharmacoecon Outcomes Res,  2017 Apr
3528,27894650,,  Virus Res,  2017 Jan 2
3529,27893488,,  Med Anthropol,  2017 May-Jun
3530,27892855,,  Ultrasound Obstet Gynecol,  2017 Apr
3531,27891620,,  Trop Med Int Health,  2016 Nov
3532,27891065,PMC5109762,  J Cell Physiol,  2017 Sep
3533,27890694,PMC5297353,  Am J Trop Med Hyg,  2017 Jan 11
3534,27890388,PMC5840874,  Eur Respir J,  2016 Nov
3535,29450068,PMC5810053,  PLoS One,  2016 Oct 31
3536,27888731,,  Nat Genet,  2016 Dec
3537,27888560,,  J Antimicrob Chemother,  2017 Feb
3538,27888478,PMC5332304,  AIDS Res Hum Retroviruses,  2017 Apr
3539,27888177,PMC5168521,  Afr J Prim Health Care Fam Med,  2016 Oct 14
3540,27887669,,  BMC Nutr,  2016 Aug 24
3541,27887654,PMC5123420,  Cancer Epidemiol,  2016 Dec
3542,27887600,PMC5124270,  Trends Ecol Evol,  2017 Jan
3543,27886793,PMC5131527,  Proc Natl Acad Sci U S A,  2016 Nov 8
3544,27886786,,  Br J Dermatol,  2016 Nov
3545,27886785,,  Int J Epidemiol,  2017 Jun 1
3546,27886782,,  Lancet Diabetes Endocrinol,  2016 Nov
3547,27886033,,  Prev Med,  2016 Nov
3548,27885988,,  Acta Trop,  2016 Dec
3549,27885772,,  Nat Neurosci,  2016 Oct 26
3550,27885030,PMC5498102,  J Food Sci Technol,  2016 Aug
3551,27884990,,  J Environ Manage,  2016 Dec 15
3552,27882957,,  Mol Ecol,  2016 Nov
3553,27882738,,  PLoS Negl Trop Dis,  2016 Oct 26
3554,27882304,PMC5116437,  Heredity (Edinb),  2017 Apr
3555,27882242,,  PeerJ,  2016 Oct 19
3556,27881530,PMC5168542,  Prev Med,  2016 Oct
3557,27881079,PMC5121970,  Sci Rep,  2016 Oct 25
3558,27880008,,  Int J Hyg Environ Health,  2016 Oct
3559,27879430,,  Conserv Biol,  2017 Apr
3560,27878428,,  PLoS One,  2016 Oct 24
3561,27877203,PMC5108216,  Med Sci Sports Exerc,  2017 Mar
3562,27876880,PMC5120308,  Phytopathology,  2017 Feb
3563,27876055,PMC5120420,  Ultrasound Med Biol,  2017 Jan
3564,27875999,PMC5120476,  Ann Thorac Surg,  2016 Nov
3565,27875534,PMC5119694,  Lancet HIV,  2016 Dec
3566,27875532,PMC5119724,  Trop Med Int Health,  2016 Dec
3567,27875361,NIHMS829830,  Soc Sci Med,  2016 Nov
3568,27874990,,  Soc Sci Med,  2016 Nov
3569,27873263,PMC5118377,  Biochim Biophys Acta,  2017 Jan
3570,27872512,,  Midwifery,  2016 Nov
3571,27872299,PMC5137748,  Lancet Glob Health,  2016 Nov
3572,27872120,PMC5128946,  Lancet Glob Health,  2016 Nov
3573,27871303,PMC5117492,  Evolution,  2016 Dec
3574,27871259,PMC5117548,  PLoS One,  2016 Oct 20
3575,27870858,PMC5117603,  PLoS One,  2016 Oct 20
3576,27870025,,  Parasitology,  2017 Feb
3577,27869774,PMC5134609,  Lancet,  2017 Feb 4
3578,27867304,PMC5108636,  Lancet,  2017 Feb 4
3579,29296698,PMC5744056,  J Int AIDS Soc,  2016 Oct 18
3580,27866226,,  BMJ,  2016 Oct 10
3581,27863533,,  Trop Med Int Health,  2016 Dec
3582,27863515,PMC5116169,  Pediatr Blood Cancer,  2016 Dec
3583,27861509,PMC5115659,  Environ Res,  2016 Nov
3584,27861240,,  Glob Chang Biol,  2017 Mar
3585,27859162,,  Ecol Appl,  2016 Oct
3586,27859119,,  Ecol Appl,  2016 Sep
3587,27859102,,  Ecol Appl,  2016 Sep
3588,27857655,,  JAMA,  2016 Oct 18
3589,27856406,PMC5133431,  PLoS One,  2016 Oct 18
3590,27856085,,  Acad Med,  2016 Dec
3591,27855867,,  Lancet Glob Health,  2016 Dec
3592,27855174,PMC5113869,  Phytochemistry,  2016 Dec
3593,27853410,,  Trop Anim Health Prod,  2017 Jan
3594,27851799,PMC5113039,  Glob Health Action,  2016 Oct 13
3595,27849369,,2018,30
3596,27848749,,  Clin Pharmacol Ther,  2017 Mar
3597,27847430,,  Cancer Epidemiol,  2016 Dec
3598,27847185,,  J Med Primatol,  2017 Feb
3599,27846857,PMC5111174,  S Afr Med J,  2016 Sep 8
3600,27846837,PMC5111353,  Trop Anim Health Prod,  2017 Jan
3601,27846224,PMC5112915,  J Biosci Bioeng,  2017 Feb
3602,27846074,PMC5175406,  J Int AIDS Soc,  2016 Oct 6
3603,27843487,PMC5105291,  World Psychiatry,  2016 Oct
3604,27843130,PMC5495600,  PLoS Negl Trop Dis,  2016 Oct 7
3605,27841909,,  Matern Child Nutr,  2017 Jul
3606,27841686,,  Plant J,  2017 Jan
3607,27841361,PMC5107902,  J Appl Anim Welf Sci,  2017 Jan-Mar
3608,27838672,PMC5106621,  PLoS One,  2016 Oct 6
3609,27837223,,  PLoS One,  2016 Oct 6
3610,27837017,PMC5346181,  PLoS One,  2016 Oct 5
3611,27836587,,  Zootaxa,  2016 Oct 4
3612,27836494,,  Dev World Bioeth,  2016 Dec
3613,27836080,,  AIDS Behav,  2017 Jul
3614,27835976,PMC5105305,  BMJ Case Rep,  2016 Sep 30
3615,27835954,PMC5106783,  Trends Ecol Evol,  2016 Dec
3616,27833907,,  PLoS One,  2016 Sep 30
3617,27833755,PMC5100227,  PLoS One,  2016 Sep 30
3618,27833706,PMC5101112,  Environ Sci Pollut Res Int,  2017 Apr
3619,27833377,,  J Fish Biol,  2016 Dec
3620,27833263,,  BMJ Open,  2016 Sep 28
3621,27833262,,  PLoS One,  2016 Sep 28
3622,27833260,,  Afr J AIDS Res,  2016 Sep
3623,27833259,,  Health Policy Plan,  2017 Apr 1
3624,27833257,,  BMJ Open,  2016 Sep 27
3625,27833256,,  PLoS Med,  2016 Sep 27
3626,27832874,,  PLoS One,  2016 Sep 27
3627,27832049,,  Lancet,  2016 Sep 24
3628,27830387,PMC5161764,  Lancet,  2016 Sep 17
3629,27828872,NIHMS825583,  Psychol Res Behav Manag,  2016 Sep 9
3630,27827943,PMC5129297,  Vaccine,  2017 Apr 19
3631,27827793,,  Spine (Phila Pa 1976),  2017 Apr 1
3632,27825363,PMC5101656,  J Environ Manage,  2017 Dec 1
3633,27825350,PMC5101824,  Eur J Radiol,  2016 Oct
3634,27825314,PMC5101805,  Int J Mol Med,  2016 Nov
3635,27824884,PMC5100961,  Sci Rep,  2016 Sep 26
3636,27824882,PMC5100966,  J Adolesc Health,  2016 Oct
3637,27824254,,  J Card Fail,  2017 Oct
3638,27824221,,  Prev Vet Med,  2016 Sep 15
3639,27821902,,  J Ethnopharmacol,  2016 Dec 4
3640,27821744,PMC5127328,  Res Vet Sci,  2016 Oct
3641,27821697,PMC5239681,  Emerg Infect Dis,  2016 Dec
3642,27821689,PMC5303050,  Arch Dis Child,  2016 Dec
3643,27821614,,  PLoS Negl Trop Dis,  2016 Sep 22
3644,27821222,,  J Int Assoc Provid AIDS Care,  2017 May/Jun
3645,27821186,PMC5100269,  Nature,  2016 Oct 13
3646,27820953,PMC5102568,  Nature,  2016 Sep 22
3647,27818015,,  Nature,  2016 Sep 22
3648,27816987,,  Vet World,  2016 Aug
3649,27815735,,  Int J Mycobacteriol,  2015 Sep
3650,27815565,,  J Ethnopharmacol,  2016 Nov 4
3651,27815238,PMC5318647,  J Med Virol,  2017 May
3652,27815005,,  Ecol Evol,  2016 Jul 29
3653,27814964,,  Parasite Immunol,  2016 Dec
3654,27814963,,  Am J Bot,  2016 Sep
3655,27814732,PMC5097412,  Ann Clin Microbiol Antimicrob,  2016 Sep 20
3656,27813082,,  Public Health Nutr,  2017 Mar
3657,27812734,,  BMC Med Educ,  2016 Sep 19
