Pmid,Journal,Year,Month,Pmcid,Status
23077714,The Pan African medical journal,2012,1,PMC3473979,open
23079811,AIDS (London England),2013,1,PMC3929859,open
23080358,AIDS and behavior,2013,7,PMC3690654,open
23091190,The American journal of tropical medicine and hygiene,2012,12,PMC3516076,open
23091220,Radiation protection dosimetry,2013,1,NA,closed
23091715,Nursing research and practice,2012,1,PMC3471435,open
23092752,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2013,2,NA,closed
23097621,Tropical medicine and health,2012,6,PMC3475315,open
23098176,Journal of Asian natural products research,2012,1,NA,closed
23099083,The Lancet. Infectious diseases,2012,11,PMC3555126,open
23102973,Vaccine,2012,12,NA,closed
23107920,Journal of biosciences,2012,11,NA,closed
23108587,Tropical animal health and production,2013,3,PMC3574565,open
23109585,Water science and technology : a journal of the International Association on Water Pollution Research,2012,1,NA,closed
23110145,PloS one,2012,1,PMC3479127,open
23111574,Journal of acquired immune deficiency syndromes (1999),2013,2,NA,closed
23111683,Journal of chemical ecology,2013,1,NA,closed
23112217,Postgraduate medical journal,2013,2,PMC3722584,open
23114699,Clinical and vaccine immunology : CVI,2013,1,PMC3535781,open
23120935,East African journal of public health,2011,12,NA,closed
23120949,East African journal of public health,2012,3,NA,closed
23120951,East African journal of public health,2011,9,NA,closed
23120955,East African journal of public health,2011,9,NA,closed
23121696,Animal : an international journal of animal bioscience,2013,3,NA,closed
23130761,BMC infectious diseases,2012,11,PMC3531270,open
23131264,The international journal of tuberculosis and lung disease : the official journal of the International Union against Tuberculosis and Lung Disease,2012,12,NA,closed
23133687,PLoS neglected tropical diseases,2012,1,PMC3486883,open
23135005,Journal of vector borne diseases,2012,9,NA,closed
2313657,Journal of reproduction and fertility,1990,1,NA,closed
23136705,East African journal of public health,2012,9,NA,closed
23136711,East African journal of public health,2012,9,NA,closed
23137141,Malaria journal,2012,11,PMC3506461,open
23139447,Community eye health,2012,1,PMC3483606,open
23139752,PloS one,2012,1,PMC3489903,open
23140538,World journal of surgical oncology,2012,11,PMC3502285,open
23143141,Current opinion in HIV and AIDS,2013,1,NA,closed
23144228,Health policy and planning,2013,10,NA,closed
23148456,BMC public health,2012,11,PMC3529107,open
2314924,Parasitology,1990,2,NA,closed
2314930,Parasitology,1990,2,NA,closed
23149473,Journal of chemical ecology,2012,12,NA,closed
23150078,Planta medica,2013,1,NA,closed
23151023,Malaria journal,2012,11,PMC3507805,open
2316175,Veterinary parasitology,1990,1,NA,closed
2316178,Veterinary parasitology,1990,1,NA,closed
23163565,The Journal of animal ecology,2013,1,PMC5373432,open
23168077,Bulletin of entomological research,2013,2,NA,closed
23169890,The Journal of antimicrobial chemotherapy,2013,4,NA,closed
23169971,The Journal of infectious diseases,2012,12,NA,closed
23169973,The Journal of infectious diseases,2012,12,NA,closed
23169974,The Journal of infectious diseases,2012,12,PMC3502370,open
23170770,BMC health services research,2012,11,PMC3561146,open
23171721,Emerging themes in epidemiology,2012,11,PMC3549939,open
23175761,The Journal of infectious diseases,2013,2,PMC3541697,open
23185256,PloS one,2012,1,PMC3501492,open
23186030,Malaria journal,2012,11,PMC3519522,open
23192496,Singapore medical journal,2012,11,NA,closed
2319429,The Journal of parasitology,1990,4,NA,closed
23194541,Food chemistry,2013,2,NA,closed
23195285,Public health nutrition,2014,2,NA,closed
23195509,Global health action,2012,11,PMC3509073,open
23196827,Journal of acquired immune deficiency syndromes (1999),2013,3,PMC3593972,open
23202246,Journal of ethnopharmacology,2013,1,NA,closed
23202303,Toxins,2012,10,PMC3509695,open
23206271,BMC pediatrics,2012,12,PMC3519515,open
23206383,Parasites & vectors,2012,12,PMC3523971,open
23207061,Journal of ethnopharmacology,2013,1,NA,closed
23209348,Ethiopian journal of health sciences,2012,11,PMC3511892,open
23217158,BMC veterinary research,2012,12,PMC3528429,open
23218134,Public health nutrition,2013,9,NA,closed
23219357,Preventive veterinary medicine,2013,6,NA,closed
23222955,Transactions of the Royal Society of Tropical Medicine and Hygiene,2013,2,NA,closed
23224100,Journal of clinical microbiology,2013,2,PMC3553877,open
23227344,Biotechnology research international,2012,1,PMC3514794,open
23232819,World journal of surgery,2013,7,NA,closed
23235136,Gynecologic and obstetric investigation,2013,1,NA,closed
2323619,Gynecologic oncology,1990,4,NA,closed
23236992,International journal for equity in health,2012,12,PMC3544635,open
23239573,The Journal of general virology,2013,4,NA,closed
23239649,Pest management science,2013,8,NA,closed
23242159,Journal of acquired immune deficiency syndromes (1999),2013,4,PMC3796143,open
23243538,Case reports in orthopedics,2012,1,PMC3518950,open
23244783,AIDS care,2013,1,PMC3756619,open
23245409,Reproductive health matters,2012,12,NA,closed
23246258,Vaccine,2013,1,PMC4603391,open
2324714,Journal of the American Mosquito Control Association,1990,3,NA,closed
23252634,Journal of sex & marital therapy,2013,1,NA,closed
23257603,Fertility and sterility,2013,3,PMC3746767,open
23259108,Case reports in orthopedics,2012,1,PMC3504233,open
23259607,Malaria journal,2012,12,PMC3546950,open
23261160,Research in veterinary science,2013,6,PMC3632752,open
23264654,Journal of immunology (Baltimore Md. : 1950),2013,2,PMC3549224,open
23265373,Pathogens and global health,2012,7,PMC4001575,open
23265419,Pathogens and global health,2012,8,PMC4001585,open
2327044,The Veterinary record,1990,3,NA,closed
23271468,Molecules (Basel Switzerland),2012,12,PMC6270246,open
23271841,Nigerian medical journal : journal of the Nigeria Medical Association,2012,1,PMC3530240,open
23272206,PloS one,2012,1,PMC3525566,open
23272215,PloS one,2012,1,PMC3525533,open
23273046,Malaria journal,2012,12,PMC3544597,open
23277711,Indian journal of clinical biochemistry : IJCB,2012,1,PMC3286574,open
2328096,AIDS (London England),1990,2,NA,closed
23283220,World journal of surgery,2013,7,NA,closed
23284194,Bulletin of the World Health Organization,2012,12,PMC3524961,open
23294369,Journal of medical primatology,2013,4,NA,closed
23297732,Malaria journal,2013,1,PMC3544599,open
23300695,PloS one,2012,1,PMC3530465,open
23300801,PloS one,2012,1,PMC3531328,open
23300828,PloS one,2012,1,PMC3530478,open
23301015,PloS one,2013,1,PMC3534658,open
23301793,Journal of personality,2014,2,NA,closed
23304156,Case reports in medicine,2012,1,PMC3523803,open
23304528,International journal of breast cancer,2012,1,PMC3523410,open
23304981,The Japanese journal of veterinary research,2012,11,NA,closed
23305260,AIDS patient care and STDs,2013,1,PMC3545327,open
23308335,The Pan African medical journal,2012,1,PMC3527064,open
23324330,Parasites & vectors,2013,1,PMC3564891,open
23324977,Sexually transmitted diseases,2013,2,PMC4906311,open
23326398,PloS one,2013,1,PMC3543450,open
23326428,PloS one,2013,1,PMC3541137,open
23326620,PLoS neglected tropical diseases,2013,1,PMC3542179,open
2332875,Journal of medical entomology,1990,1,NA,closed
2332876,Journal of medical entomology,1990,1,NA,closed
23330028,The Pan African medical journal,2012,1,PMC3542804,open
23330036,The Pan African medical journal,2012,1,PMC3542783,open
23336005,PloS one,2013,1,PMC3545885,open
23336616,Global health action,2013,1,PMC3541514,open
23336727,Journal of the International AIDS Society,2013,1,PMC3536941,open
23340041,Epidemiology and infection,2013,7,NA,closed
23342143,PloS one,2013,1,PMC3544761,open
23342996,Malaria journal,2013,1,PMC3582548,open
23346416,ISRN oncology,2012,1,PMC3549350,open
23347548,BMC pregnancy and childbirth,2013,1,PMC3559298,open
23347702,Emerging infectious diseases,2013,2,PMC3559052,open
23349708,PloS one,2013,1,PMC3549910,open
23349786,PloS one,2013,1,PMC3547931,open
2335060,Community dentistry and oral epidemiology,1990,4,NA,closed
23356072,Journal of economic entomology,2012,12,NA,closed
23361337,Child's nervous system : ChNS : official journal of the International Society for Pediatric Neurosurgery,2013,6,PMC3657347,open
23364082,Global health action,2013,1,PMC3556706,open
23368667,Tropical medicine & international health : TM & IH,2013,4,PMC3809891,open
23368931,BMC public health,2013,1,PMC3564692,open
23369797,Lancet (London England),2013,4,PMC3986472,open
23372713,PloS one,2013,1,PMC3556081,open
23372813,PloS one,2013,1,PMC3555827,open
23375142,BMC research notes,2013,2,PMC3570388,open
23376043,Journal of ethnopharmacology,2013,3,NA,closed
23378268,Journal of clinical pathology,2013,4,NA,closed
23382744,African health sciences,2012,9,PMC3557672,open
23383972,Malaria journal,2013,2,PMC3599752,open
23384036,Malaria journal,2013,2,PMC3598537,open
23385950,The Pediatric infectious disease journal,2013,7,PMC3737429,open
23388493,Prehospital and disaster medicine,2013,4,NA,closed
23390278,Journal of clinical microbiology,2013,4,PMC3666812,open
2339248,Tropical medicine and parasitology : official organ of Deutsche Tropenmedizinische Gesellschaft and of Deutsche Gesellschaft fur Technische Zusammenarbeit (GTZ),1990,3,NA,closed
2339500,Veterinary immunology and immunopathology,1990,3,NA,closed
23406288,BMC psychiatry,2013,2,PMC3576302,open
23406522,BMC international health and human rights,2013,2,PMC3583739,open
23408124,Journal of mathematical biology,2014,2,NA,closed
23408950,PloS one,2013,1,PMC3569446,open
23410133,Parasites & vectors,2013,2,PMC3584914,open
2341143,Genitourinary medicine,1990,4,PMC1194461,open
23413739,Revue scientifique et technique (International Office of Epizootics),2012,8,NA,closed
23416125,Acta tropica,2013,1,NA,closed
23418133,Journal of tropical pediatrics,2013,6,NA,closed
23418427,PloS one,2013,1,PMC3572108,open
23419113,Expert opinion on pharmacotherapy,2013,4,NA,closed
23421605,Reproductive health,2013,2,PMC3599365,open
23425703,Journal of hypertension,2013,1,NA,closed
23427673,Journal of medical entomology,2013,1,NA,closed
23430375,Journal of urban health : bulletin of the New York Academy of Medicine,2013,10,PMC3795196,open
23433316,Developing world bioethics,2013,4,PMC3662996,open
23433355,Developing world bioethics,2013,4,PMC3662995,open
23433404,Developing world bioethics,2013,4,PMC3654571,open
2343526,Veterinary parasitology,1990,2,NA,closed
2343539,Veterinary parasitology,1990,3,NA,closed
2343540,Veterinary parasitology,1990,3,NA,closed
23437499,African journal of reproductive health,2012,9,NA,closed
23442524,Human resources for health,2013,2,PMC3599555,open
23448615,BMC pregnancy and childbirth,2013,2,PMC3599423,open
23450564,The Cochrane database of systematic reviews,2013,2,NA,closed
23451546,East African medical journal,2010,7,NA,closed
23451549,East African medical journal,2010,7,NA,closed
23451552,East African medical journal,2010,7,NA,closed
23451555,East African medical journal,2010,8,NA,closed
23451556,East African medical journal,2010,8,NA,closed
23451557,East African medical journal,2010,8,NA,closed
23451559,East African medical journal,2010,8,NA,closed
23451560,East African medical journal,2010,8,NA,closed
23452318,Child: care health and development,2014,1,PMC5497075,open
23452373,BMC nursing,2013,3,PMC3599541,open
23452547,Malaria journal,2013,3,PMC3614520,open
23452916,Growth hormone & IGF research : official journal of the Growth Hormone Research Society and the International IGF Research Society,2013,6,NA,closed
23454164,The Lancet. Infectious diseases,2013,4,PMC3771416,open
23456415,Clinical rheumatology,2013,8,NA,closed
2345657,Parasitology,1990,4,NA,closed
23457805,East African medical journal,2010,11,NA,closed
23457806,East African medical journal,2010,11,NA,closed
23457810,East African medical journal,2010,11,NA,closed
23457813,East African medical journal,2010,9,NA,closed
23457815,East African medical journal,2010,9,NA,closed
23457816,East African medical journal,2010,9,NA,closed
23457817,East African medical journal,2010,9,NA,closed
23457818,East African medical journal,2010,9,NA,closed
23457856,East African medical journal,2010,12,NA,closed
23457858,East African medical journal,2010,12,NA,closed
23457859,East African medical journal,2010,12,NA,closed
23457860,East African medical journal,2010,12,NA,closed
23457863,East African medical journal,2010,12,NA,closed
23458953,The American journal of tropical medicine and hygiene,2013,1,PMC3752763,open
2345918,Transactions of the Royal Society of Tropical Medicine and Hygiene,NA,NA,NA,closed
2345952,Veterinary research communications,1990,1,NA,closed
2345953,Veterinary research communications,1990,1,NA,closed
23465104,The New England journal of medicine,2013,3,NA,closed
23466646,Journal of acquired immune deficiency syndromes (1999),2013,6,NA,closed
23467438,The Pan African medical journal,2012,1,PMC3587017,open
23467647,The Pan African medical journal,2012,1,PMC3589246,open
23467717,The Pan African medical journal,2012,1,PMC3589248,open
23467785,The Pan African medical journal,2012,1,PMC3589250,open
23467892,The Pan African medical journal,2012,1,PMC3589252,open
23468056,The Journal of infectious diseases,2013,6,NA,closed
23469346,Genome announcements,2013,1,PMC3587940,open
23470061,Journal of obstetrics and gynaecology Canada : JOGC = Journal d'obstetrique et gynecologie du Canada : JOGC,2013,2,NA,closed
23472574,Journal of the Royal Army Medical Corps,2012,9,NA,closed
2347604,Immunology letters,1990,2,NA,closed
23477290,Vector borne and zoonotic diseases (Larchmont N.Y.),2013,6,NA,closed
23486485,Radiation protection dosimetry,2013,8,NA,closed
23496997,BMC health services research,2013,3,PMC3602180,open
